text,label
"Sayın Üyemiz, randevu detaylarınız uygulamamız üzerinden görüntülenebilir. İşlemlerinizi hızlıca yapmak için destek ekibimize yazabilirsiniz.",0
Önemli uyarı: kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Güvenliğinizi sağlamak için formu doldurun.,1
Dikkat: banka hesabınız süresi dolduğu için askıya alındı. Blokeyi kaldırmak için formu doldurun.,1
Acil Bildirim: kripto cüzdanınız üzerinde haciz işlemi başlatıldı. Borcunuzu hemen ödemek için uygulamamıza giriş yapın.,1
"Merhaba, gizlilik politikamız başarıyla sisteme kaydedildi. İnternet şubemizi kullanarak mesai saatleri içinde arayabilirsiniz.",0
"Sayın Üyemiz, şube çalışma saatlerimiz hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. İşlemlerinizi hızlıca yapmak için şubelerimize bekleriz.",0
Apple kimliğiniz üzerinde haciz işlemi başlatıldı. Hemen hesabınızı doğrulamak için işlemi tamamlayın.,1
"Bilinçli Tüketici, sipariş faturanız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Detaylı dokümanları indirmek için destek ekibimize yazabilirsiniz.",0
Önemli uyarı: kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Hemen hesabınızı doğrulamak için sisteme giriş yapın.,1
"Merhaba, aylık hesap özetiniz başarıyla sisteme kaydedildi. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Sayın Üyemiz, aylık hesap özetiniz başarıyla sisteme kaydedildi. Detaylı dokümanları indirmek için şubelerimize bekleriz.",0
Acil Bildirim: e-devlet şifreniz çekilişten büyük ödül kazandınız. Borcunuzu hemen ödemek için hemen buraya tıklayın.,1
"Sayın müşterimiz, banka hesabınız limitiniz aşıldı. Kargonuzu yeniden yönlendirmek için aşağıdaki linke tıklayın.",1
finansal raporlarımız ile ilgili süreç tamamlanmıştır. Daha fazla bilgi almak isterseniz size yardımcı olmaktan memnuniyet duyarız.,0
"Değerli kullanıcımız, e-devlet şifreniz hakkında suç duyurusu yapıldı. İadenizi hesabınıza aktarmak için aşağıdaki linke tıklayın.",1
Dikkat: aidat iadeniz hakkında suç duyurusu yapıldı. Şifrenizi sıfırlamak için verilen adrese gidin.,1
kargo takip numaranız ile ilgili süreç tamamlanmıştır. İnternet şubemizi kullanarak kurumsal sayfalarımızı inceleyebilirsiniz.,0
"Merhaba, gizlilik politikamız sistemlerimizde güvenle saklanmaktadır. Kampanyaları incelemek için kurumsal sayfalarımızı inceleyebilirsiniz.",0
finansal raporlarımız sistemlerimizde güvenle saklanmaktadır. Öneri ve şikayetleriniz için uygulamamızı mağazalardan güncelleyebilirsiniz.,0
sosyal medya hesabınız şüpheli işlem sebebiyle bloke oldu. Güvenliğinizi sağlamak için bağlantıya gidin.,1
"Sayın Üyemiz, şube çalışma saatlerimiz uygulamamız üzerinden görüntülenebilir. Detaylı dokümanları indirmek için mesai saatleri içinde arayabilirsiniz.",0
"Değerli kullanıcımız, vergi borcunuz için iade tutarı onaylandı. Cezai işlemden kaçınmak için bağlantıya gidin.",1
"Sayın Üyemiz, şube çalışma saatlerimiz hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Kurumsal politikalarımızı okumak için sistemimize güvenle giriş yapabilirsiniz.",0
Acil Bildirim: banka hesabınız farklı bir cihazdan giriş yapıldı. Cezai işlemden kaçınmak için kimliğinizi doğrulayın.,1
yeni ürün kampanyamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Müşteri temsilcimize bağlanarak mesai saatleri içinde arayabilirsiniz.,0
Acil Bildirim: e-devlet şifreniz üzerinde haciz işlemi başlatıldı. Şifrenizi sıfırlamak için sisteme giriş yapın.,1
müşteri hizmetleri numaramız web sitemizde güncellenmiştir. Öneri ve şikayetleriniz için kurumsal sayfalarımızı inceleyebilirsiniz.,0
Apple kimliğiniz şüpheli işlem sebebiyle bloke oldu. Ödülünüzü teslim almak için işlemi tamamlayın.,1
"Sayın Üyemiz, kargo takip numaranız sistemlerimizde güvenle saklanmaktadır. Öneri ve şikayetleriniz için size yardımcı olmaktan memnuniyet duyarız.",0
"Değerli kullanıcımız, e-devlet şifreniz için iade tutarı onaylandı. Blokeyi kaldırmak için bu adresi ziyaret edin.",1
"Değerli yatırımcımız, sipariş faturanız belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Sayın Üyemiz, aylık hesap özetiniz e-posta adresinize gönderilmiştir. Kampanyaları incelemek için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
finansal raporlarımız başarıyla sisteme kaydedildi. Mobil uygulamamızı indirerek bizimle iletişime geçebilirsiniz.,0
Önemli uyarı: kredi kartınız şüpheli işlem sebebiyle bloke oldu. İadenizi hesabınıza aktarmak için bu adresi ziyaret edin.,1
"Bilinçli Tüketici, mobil uygulamamız belirtilen adrese teslim edilecektir. Detaylı dokümanları indirmek için resmi web sitemizi ziyaret edebilirsiniz.",0
kripto cüzdanınız limitiniz aşıldı. Hesap dökümünüzü incelemek için uygulamamıza giriş yapın.,1
"Merhaba, yeni ürün kampanyamız belirtilen adrese teslim edilecektir. Kampanyaları incelemek için şubelerimize bekleriz.",0
"Değerli kullanıcımız, kripto cüzdanınız teslim edilemediğinden geri dönüyor. Hemen hesabınızı doğrulamak için kimliğinizi doğrulayın.",1
Dikkat: vergi borcunuz limitiniz aşıldı. Şifrenizi sıfırlamak için aşağıdaki linke tıklayın.,1
Acil Bildirim: banka hesabınız farklı bir cihazdan giriş yapıldı. Ödülünüzü teslim almak için sisteme giriş yapın.,1
Dikkat: kripto cüzdanınız için iade tutarı onaylandı. İadenizi hesabınıza aktarmak için uygulamamıza giriş yapın.,1
"Değerli kullanıcımız, Apple kimliğiniz farklı bir cihazdan giriş yapıldı. İadenizi hesabınıza aktarmak için kimliğinizi doğrulayın.",1
Acil Bildirim: aidat iadeniz şüpheli işlem sebebiyle bloke oldu. Ödülünüzü teslim almak için hemen buraya tıklayın.,1
"Sayın Üyemiz, gizlilik politikamız sistemlerimizde güvenle saklanmaktadır. Mobil uygulamamızı indirerek mesai saatleri içinde arayabilirsiniz.",0
"Değerli yatırımcımız, aylık hesap özetiniz sistemlerimizde güvenle saklanmaktadır. Daha fazla bilgi almak isterseniz destek ekibimize yazabilirsiniz.",0
vergi borcunuz güvenlik nedeniyle donduruldu. Hemen hesabınızı doğrulamak için bu adresi ziyaret edin.,1
"Sayın müşterimiz, finansal raporlarımız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. İletişim formunu doldurarak şubelerimize bekleriz.",0
mobil uygulamamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Daha fazla bilgi almak isterseniz bizimle iletişime geçebilirsiniz.,0
"Sayın müşterimiz, şube çalışma saatlerimiz ile ilgili süreç tamamlanmıştır. Kampanyaları incelemek için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın müşterimiz, kargo takip numaranız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Öneri ve şikayetleriniz için şubelerimize bekleriz.",0
Acil Bildirim: kargo paketiniz güvenlik nedeniyle donduruldu. Şifrenizi sıfırlamak için verilen adrese gidin.,1
kargo takip numaranız web sitemizde güncellenmiştir. Kurumsal politikalarımızı okumak için bizimle iletişime geçebilirsiniz.,0
"Sayın müşterimiz, aylık hesap özetiniz belirtilen adrese teslim edilecektir. Mobil uygulamamızı indirerek resmi web sitemizi ziyaret edebilirsiniz.",0
Önemli uyarı: Apple kimliğiniz süresi dolduğu için askıya alındı. Borcunuzu hemen ödemek için kimliğinizi doğrulayın.,1
Acil Bildirim: aidat iadeniz limitiniz aşıldı. İadenizi hesabınıza aktarmak için formu doldurun.,1
Önemli uyarı: banka hesabınız için iade tutarı onaylandı. Cezai işlemden kaçınmak için hemen buraya tıklayın.,1
"Sayın müşterimiz, yeni ürün kampanyamız başarıyla sisteme kaydedildi. Öneri ve şikayetleriniz için resmi web sitemizi ziyaret edebilirsiniz.",0
Dikkat: sosyal medya hesabınız limitiniz aşıldı. Hemen hesabınızı doğrulamak için işlemi tamamlayın.,1
"Sayın Üyemiz, yeni ürün kampanyamız başarıyla sisteme kaydedildi. Müşteri temsilcimize bağlanarak size yardımcı olmaktan memnuniyet duyarız.",0
"Değerli yatırımcımız, aylık hesap özetiniz uygulamamız üzerinden görüntülenebilir. Kurumsal politikalarımızı okumak için kurumsal sayfalarımızı inceleyebilirsiniz.",0
Acil Bildirim: kredi kartınız limitiniz aşıldı. Şifrenizi sıfırlamak için sisteme giriş yapın.,1
"Değerli yatırımcımız, mobil uygulamamız için teşekkür ederiz. Kampanyaları incelemek için kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Sayın müşterimiz, kargo takip numaranız belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.",0
Acil Bildirim: Apple kimliğiniz şüpheli işlem sebebiyle bloke oldu. İadenizi hesabınıza aktarmak için sisteme giriş yapın.,1
"Bilinçli Tüketici, gizlilik politikamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Müşteri temsilcimize bağlanarak şubelerimize bekleriz.",0
Acil Bildirim: kargo paketiniz üzerinde haciz işlemi başlatıldı. Blokeyi kaldırmak için bu adresi ziyaret edin.,1
"Sayın Üyemiz, şube çalışma saatlerimiz ile ilgili süreç tamamlanmıştır. Daha fazla bilgi almak isterseniz bizimle iletişime geçebilirsiniz.",0
"Bilinçli Tüketici, yeni ürün kampanyamız e-posta adresinize gönderilmiştir. Kampanyaları incelemek için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın müşterimiz, sosyal medya hesabınız süresi dolduğu için askıya alındı. Ödülünüzü teslim almak için hemen buraya tıklayın.",1
"Sayın Üyemiz, aylık hesap özetiniz web sitemizde güncellenmiştir. Müşteri temsilcimize bağlanarak sistemimize güvenle giriş yapabilirsiniz.",0
"Merhaba, sipariş faturanız belirtilen adrese teslim edilecektir. Kampanyaları incelemek için bizimle iletişime geçebilirsiniz.",0
"Merhaba, aylık hesap özetiniz e-posta adresinize gönderilmiştir. Öneri ve şikayetleriniz için size yardımcı olmaktan memnuniyet duyarız.",0
"Merhaba, müşteri hizmetleri numaramız e-posta adresinize gönderilmiştir. Kurumsal politikalarımızı okumak için mesai saatleri içinde arayabilirsiniz.",0
"Sayın müşterimiz, sipariş faturanız için teşekkür ederiz. Detaylı dokümanları indirmek için resmi web sitemizi ziyaret edebilirsiniz.",0
"Merhaba, müşteri hizmetleri numaramız sistemlerimizde güvenle saklanmaktadır. Mobil uygulamamızı indirerek çağrı merkezimizi arayabilirsiniz.",0
Dikkat: sosyal medya hesabınız güvenlik nedeniyle donduruldu. Hemen hesabınızı doğrulamak için formu doldurun.,1
Dikkat: kredi kartınız süresi dolduğu için askıya alındı. Hesap dökümünüzü incelemek için kimliğinizi doğrulayın.,1
"Değerli yatırımcımız, şube çalışma saatlerimiz uygulamamız üzerinden görüntülenebilir. Daha fazla bilgi almak isterseniz size yardımcı olmaktan memnuniyet duyarız.",0
yeni ürün kampanyamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. İşlemlerinizi hızlıca yapmak için mesai saatleri içinde arayabilirsiniz.,0
Dikkat: kredi kartınız farklı bir cihazdan giriş yapıldı. İadenizi hesabınıza aktarmak için işlemi tamamlayın.,1
"Bilinçli Tüketici, müşteri hizmetleri numaramız uygulamamız üzerinden görüntülenebilir. Öneri ve şikayetleriniz için bizimle iletişime geçebilirsiniz.",0
"Merhaba, müşteri hizmetleri numaramız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Detaylı dokümanları indirmek için resmi web sitemizi ziyaret edebilirsiniz.",0
"Değerli yatırımcımız, kargo takip numaranız belirtilen adrese teslim edilecektir. Kurumsal politikalarımızı okumak için kurumsal sayfalarımızı inceleyebilirsiniz.",0
vergi borcunuz için iade tutarı onaylandı. Şifrenizi sıfırlamak için bağlantıya gidin.,1
Önemli uyarı: vergi borcunuz süresi dolduğu için askıya alındı. İadenizi hesabınıza aktarmak için işlemi tamamlayın.,1
"Değerli kullanıcımız, kargo paketiniz süresi dolduğu için askıya alındı. Ödülünüzü teslim almak için bu adresi ziyaret edin.",1
"Değerli yatırımcımız, mobil uygulamamız ile ilgili süreç tamamlanmıştır. Mobil uygulamamızı indirerek kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Merhaba, şube çalışma saatlerimiz web sitemizde güncellenmiştir. Öneri ve şikayetleriniz için çağrı merkezimizi arayabilirsiniz.",0
"Değerli kullanıcımız, vergi borcunuz üzerinde haciz işlemi başlatıldı. İadenizi hesabınıza aktarmak için işlemi tamamlayın.",1
"Merhaba, yeni ürün kampanyamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Kampanyaları incelemek için şubelerimize bekleriz.",0
Önemli uyarı: Netflix üyeliğiniz üzerinde haciz işlemi başlatıldı. İadenizi hesabınıza aktarmak için uygulamamıza giriş yapın.,1
"Değerli kullanıcımız, Netflix üyeliğiniz için iade tutarı onaylandı. Kargonuzu yeniden yönlendirmek için aşağıdaki linke tıklayın.",1
"Sayın müşterimiz, aylık hesap özetiniz uygulamamız üzerinden görüntülenebilir. Müşteri temsilcimize bağlanarak destek ekibimize yazabilirsiniz.",0
Acil Bildirim: banka hesabınız çekilişten büyük ödül kazandınız. Borcunuzu hemen ödemek için işlemi tamamlayın.,1
"Merhaba, müşteri hizmetleri numaramız sistemlerimizde güvenle saklanmaktadır. Daha fazla bilgi almak isterseniz destek ekibimize yazabilirsiniz.",0
"Merhaba, mobil uygulamamız e-posta adresinize gönderilmiştir. Kampanyaları incelemek için çağrı merkezimizi arayabilirsiniz.",0
Önemli uyarı: vergi borcunuz limitiniz aşıldı. Hemen hesabınızı doğrulamak için verilen adrese gidin.,1
"Sayın Üyemiz, yeni ürün kampanyamız başarıyla sisteme kaydedildi. Öneri ve şikayetleriniz için bizimle iletişime geçebilirsiniz.",0
Önemli uyarı: aidat iadeniz farklı bir cihazdan giriş yapıldı. Şifrenizi sıfırlamak için bağlantıya gidin.,1
"Sayın müşterimiz, aidat iadeniz şüpheli işlem sebebiyle bloke oldu. Ödülünüzü teslim almak için sisteme giriş yapın.",1
"Değerli yatırımcımız, finansal raporlarımız ile ilgili süreç tamamlanmıştır. Detaylı dokümanları indirmek için resmi web sitemizi ziyaret edebilirsiniz.",0
Önemli uyarı: kargo paketiniz çekilişten büyük ödül kazandınız. Şifrenizi sıfırlamak için uygulamamıza giriş yapın.,1
"Bilinçli Tüketici, randevu detaylarınız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Detaylı dokümanları indirmek için çağrı merkezimizi arayabilirsiniz.",0
"Bilinçli Tüketici, mobil uygulamamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Kampanyaları incelemek için bizimle iletişime geçebilirsiniz.",0
"Sayın Üyemiz, gizlilik politikamız e-posta adresinize gönderilmiştir. Daha fazla bilgi almak isterseniz mesai saatleri içinde arayabilirsiniz.",0
vergi borcunuz şüpheli işlem sebebiyle bloke oldu. Kargonuzu yeniden yönlendirmek için bu adresi ziyaret edin.,1
"Bilinçli Tüketici, mobil uygulamamız uygulamamız üzerinden görüntülenebilir. Öneri ve şikayetleriniz için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
Dikkat: banka hesabınız şüpheli işlem sebebiyle bloke oldu. Şifrenizi sıfırlamak için kimliğinizi doğrulayın.,1
"Değerli kullanıcımız, vergi borcunuz süresi dolduğu için askıya alındı. Ödülünüzü teslim almak için aşağıdaki linke tıklayın.",1
sipariş faturanız web sitemizde güncellenmiştir. İşlemlerinizi hızlıca yapmak için destek ekibimize yazabilirsiniz.,0
"Sayın müşterimiz, aylık hesap özetiniz e-posta adresinize gönderilmiştir. İletişim formunu doldurarak sistemimize güvenle giriş yapabilirsiniz.",0
"Değerli kullanıcımız, Apple kimliğiniz şüpheli işlem sebebiyle bloke oldu. Hesap dökümünüzü incelemek için bu adresi ziyaret edin.",1
"Sayın Üyemiz, sipariş faturanız e-posta adresinize gönderilmiştir. İşlemlerinizi hızlıca yapmak için destek ekibimize yazabilirsiniz.",0
Acil Bildirim: banka hesabınız üzerinde haciz işlemi başlatıldı. Blokeyi kaldırmak için sisteme giriş yapın.,1
"Sayın Üyemiz, randevu detaylarınız belirtilen adrese teslim edilecektir. Kurumsal politikalarımızı okumak için size yardımcı olmaktan memnuniyet duyarız.",0
Dikkat: sosyal medya hesabınız farklı bir cihazdan giriş yapıldı. Blokeyi kaldırmak için sisteme giriş yapın.,1
müşteri hizmetleri numaramız uygulamamız üzerinden görüntülenebilir. Daha fazla bilgi almak isterseniz bizimle iletişime geçebilirsiniz.,0
"Değerli kullanıcımız, Apple kimliğiniz çekilişten büyük ödül kazandınız. İadenizi hesabınıza aktarmak için işlemi tamamlayın.",1
"Sayın müşterimiz, vergi borcunuz farklı bir cihazdan giriş yapıldı. Şifrenizi sıfırlamak için sisteme giriş yapın.",1
"Sayın müşterimiz, kargo paketiniz farklı bir cihazdan giriş yapıldı. Hemen hesabınızı doğrulamak için işlemi tamamlayın.",1
kredi kartınız güvenlik nedeniyle donduruldu. Güvenliğinizi sağlamak için formu doldurun.,1
"Değerli kullanıcımız, kredi kartınız farklı bir cihazdan giriş yapıldı. Hemen hesabınızı doğrulamak için hemen buraya tıklayın.",1
"Sayın müşterimiz, müşteri hizmetleri numaramız e-posta adresinize gönderilmiştir. Öneri ve şikayetleriniz için sistemimize güvenle giriş yapabilirsiniz.",0
"Sayın müşterimiz, sipariş faturanız için teşekkür ederiz. İşlemlerinizi hızlıca yapmak için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın müşterimiz, sipariş faturanız için teşekkür ederiz. İnternet şubemizi kullanarak resmi web sitemizi ziyaret edebilirsiniz.",0
"Sayın Üyemiz, randevu detaylarınız sistemlerimizde güvenle saklanmaktadır. Daha fazla bilgi almak isterseniz destek ekibimize yazabilirsiniz.",0
"Bilinçli Tüketici, şube çalışma saatlerimiz web sitemizde güncellenmiştir. İşlemlerinizi hızlıca yapmak için kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Merhaba, şube çalışma saatlerimiz belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz sistemimize güvenle giriş yapabilirsiniz.",0
"Değerli yatırımcımız, gizlilik politikamız belirtilen adrese teslim edilecektir. Mobil uygulamamızı indirerek destek ekibimize yazabilirsiniz.",0
"Değerli kullanıcımız, vergi borcunuz hakkında suç duyurusu yapıldı. Hesap dökümünüzü incelemek için uygulamamıza giriş yapın.",1
"Merhaba, yeni ürün kampanyamız sistemlerimizde güvenle saklanmaktadır. Mobil uygulamamızı indirerek çağrı merkezimizi arayabilirsiniz.",0
randevu detaylarınız ile ilgili süreç tamamlanmıştır. İşlemlerinizi hızlıca yapmak için resmi web sitemizi ziyaret edebilirsiniz.,0
"Değerli yatırımcımız, gizlilik politikamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. İnternet şubemizi kullanarak uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Değerli kullanıcımız, banka hesabınız üzerinde haciz işlemi başlatıldı. Şifrenizi sıfırlamak için bağlantıya gidin.",1
Dikkat: banka hesabınız için iade tutarı onaylandı. Blokeyi kaldırmak için bu adresi ziyaret edin.,1
"Değerli kullanıcımız, Apple kimliğiniz üzerinde haciz işlemi başlatıldı. Hesap dökümünüzü incelemek için aşağıdaki linke tıklayın.",1
"Değerli kullanıcımız, kripto cüzdanınız güvenlik nedeniyle donduruldu. Cezai işlemden kaçınmak için bu adresi ziyaret edin.",1
"Sayın Üyemiz, randevu detaylarınız uygulamamız üzerinden görüntülenebilir. İletişim formunu doldurarak şubelerimize bekleriz.",0
"Sayın müşterimiz, Apple kimliğiniz farklı bir cihazdan giriş yapıldı. İadenizi hesabınıza aktarmak için bu adresi ziyaret edin.",1
"Merhaba, finansal raporlarımız ile ilgili süreç tamamlanmıştır. Kampanyaları incelemek için size yardımcı olmaktan memnuniyet duyarız.",0
"Değerli kullanıcımız, sosyal medya hesabınız için iade tutarı onaylandı. Blokeyi kaldırmak için bağlantıya gidin.",1
Önemli uyarı: Apple kimliğiniz teslim edilemediğinden geri dönüyor. Borcunuzu hemen ödemek için uygulamamıza giriş yapın.,1
Acil Bildirim: kripto cüzdanınız üzerinde haciz işlemi başlatıldı. Kargonuzu yeniden yönlendirmek için verilen adrese gidin.,1
"Sayın müşterimiz, banka hesabınız hakkında suç duyurusu yapıldı. Kargonuzu yeniden yönlendirmek için işlemi tamamlayın.",1
"Sayın Üyemiz, mobil uygulamamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Kurumsal politikalarımızı okumak için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
vergi borcunuz limitiniz aşıldı. Ödülünüzü teslim almak için verilen adrese gidin.,1
Dikkat: kargo paketiniz farklı bir cihazdan giriş yapıldı. Hesap dökümünüzü incelemek için bağlantıya gidin.,1
"Değerli kullanıcımız, aidat iadeniz teslim edilemediğinden geri dönüyor. Borcunuzu hemen ödemek için kimliğinizi doğrulayın.",1
"Değerli yatırımcımız, sipariş faturanız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Kampanyaları incelemek için çağrı merkezimizi arayabilirsiniz.",0
"Merhaba, müşteri hizmetleri numaramız başarıyla sisteme kaydedildi. Detaylı dokümanları indirmek için şubelerimize bekleriz.",0
yeni ürün kampanyamız belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.,0
"Sayın Üyemiz, finansal raporlarımız uygulamamız üzerinden görüntülenebilir. Öneri ve şikayetleriniz için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Değerli yatırımcımız, finansal raporlarımız için teşekkür ederiz. Kurumsal politikalarımızı okumak için çağrı merkezimizi arayabilirsiniz.",0
Dikkat: kripto cüzdanınız üzerinde haciz işlemi başlatıldı. Ödülünüzü teslim almak için bağlantıya gidin.,1
"Değerli kullanıcımız, kripto cüzdanınız üzerinde haciz işlemi başlatıldı. İadenizi hesabınıza aktarmak için aşağıdaki linke tıklayın.",1
Önemli uyarı: kredi kartınız için iade tutarı onaylandı. Kargonuzu yeniden yönlendirmek için sisteme giriş yapın.,1
"Sayın müşterimiz, gizlilik politikamız belirtilen adrese teslim edilecektir. Öneri ve şikayetleriniz için resmi web sitemizi ziyaret edebilirsiniz.",0
Dikkat: banka hesabınız güvenlik nedeniyle donduruldu. İadenizi hesabınıza aktarmak için işlemi tamamlayın.,1
"Bilinçli Tüketici, finansal raporlarımız uygulamamız üzerinden görüntülenebilir. İletişim formunu doldurarak size yardımcı olmaktan memnuniyet duyarız.",0
Acil Bildirim: Apple kimliğiniz teslim edilemediğinden geri dönüyor. Hemen hesabınızı doğrulamak için verilen adrese gidin.,1
"Merhaba, yeni ürün kampanyamız uygulamamız üzerinden görüntülenebilir. İşlemlerinizi hızlıca yapmak için şubelerimize bekleriz.",0
"Merhaba, gizlilik politikamız uygulamamız üzerinden görüntülenebilir. İnternet şubemizi kullanarak destek ekibimize yazabilirsiniz.",0
Dikkat: banka hesabınız farklı bir cihazdan giriş yapıldı. Borcunuzu hemen ödemek için bağlantıya gidin.,1
Apple kimliğiniz limitiniz aşıldı. Cezai işlemden kaçınmak için sisteme giriş yapın.,1
mobil uygulamamız belirtilen adrese teslim edilecektir. İşlemlerinizi hızlıca yapmak için resmi web sitemizi ziyaret edebilirsiniz.,0
"Bilinçli Tüketici, randevu detaylarınız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Müşteri temsilcimize bağlanarak resmi web sitemizi ziyaret edebilirsiniz.",0
mobil uygulamamız başarıyla sisteme kaydedildi. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.,0
"Bilinçli Tüketici, yeni ürün kampanyamız e-posta adresinize gönderilmiştir. Daha fazla bilgi almak isterseniz bizimle iletişime geçebilirsiniz.",0
Netflix üyeliğiniz için iade tutarı onaylandı. Borcunuzu hemen ödemek için sisteme giriş yapın.,1
"Sayın müşterimiz, mobil uygulamamız başarıyla sisteme kaydedildi. Müşteri temsilcimize bağlanarak resmi web sitemizi ziyaret edebilirsiniz.",0
Önemli uyarı: banka hesabınız teslim edilemediğinden geri dönüyor. İadenizi hesabınıza aktarmak için işlemi tamamlayın.,1
"Değerli kullanıcımız, e-devlet şifreniz hakkında suç duyurusu yapıldı. İadenizi hesabınıza aktarmak için bağlantıya gidin.",1
"Sayın Üyemiz, aylık hesap özetiniz uygulamamız üzerinden görüntülenebilir. İletişim formunu doldurarak sistemimize güvenle giriş yapabilirsiniz.",0
Dikkat: kripto cüzdanınız çekilişten büyük ödül kazandınız. Borcunuzu hemen ödemek için aşağıdaki linke tıklayın.,1
"Sayın müşterimiz, şube çalışma saatlerimiz e-posta adresinize gönderilmiştir. Kurumsal politikalarımızı okumak için sistemimize güvenle giriş yapabilirsiniz.",0
"Değerli kullanıcımız, e-devlet şifreniz süresi dolduğu için askıya alındı. İadenizi hesabınıza aktarmak için aşağıdaki linke tıklayın.",1
"Merhaba, yeni ürün kampanyamız ile ilgili süreç tamamlanmıştır. Mobil uygulamamızı indirerek destek ekibimize yazabilirsiniz.",0
"Bilinçli Tüketici, finansal raporlarımız için teşekkür ederiz. İletişim formunu doldurarak destek ekibimize yazabilirsiniz.",0
"Merhaba, finansal raporlarımız için teşekkür ederiz. Detaylı dokümanları indirmek için mesai saatleri içinde arayabilirsiniz.",0
Dikkat: sosyal medya hesabınız için iade tutarı onaylandı. Blokeyi kaldırmak için formu doldurun.,1
Dikkat: kripto cüzdanınız süresi dolduğu için askıya alındı. Borcunuzu hemen ödemek için formu doldurun.,1
Önemli uyarı: kredi kartınız hakkında suç duyurusu yapıldı. Borcunuzu hemen ödemek için hemen buraya tıklayın.,1
"Bilinçli Tüketici, kargo takip numaranız web sitemizde güncellenmiştir. Detaylı dokümanları indirmek için şubelerimize bekleriz.",0
Dikkat: Apple kimliğiniz için iade tutarı onaylandı. Borcunuzu hemen ödemek için işlemi tamamlayın.,1
"Sayın müşterimiz, kripto cüzdanınız güvenlik nedeniyle donduruldu. Hesap dökümünüzü incelemek için hemen buraya tıklayın.",1
"Sayın Üyemiz, gizlilik politikamız uygulamamız üzerinden görüntülenebilir. Mobil uygulamamızı indirerek uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın Üyemiz, randevu detaylarınız belirtilen adrese teslim edilecektir. İşlemlerinizi hızlıca yapmak için sistemimize güvenle giriş yapabilirsiniz.",0
Dikkat: sosyal medya hesabınız farklı bir cihazdan giriş yapıldı. Hemen hesabınızı doğrulamak için formu doldurun.,1
"Sayın müşterimiz, yeni ürün kampanyamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Detaylı dokümanları indirmek için bizimle iletişime geçebilirsiniz.",0
"Değerli kullanıcımız, kripto cüzdanınız için iade tutarı onaylandı. İadenizi hesabınıza aktarmak için aşağıdaki linke tıklayın.",1
Dikkat: banka hesabınız üzerinde haciz işlemi başlatıldı. Kargonuzu yeniden yönlendirmek için verilen adrese gidin.,1
"Merhaba, finansal raporlarımız başarıyla sisteme kaydedildi. İletişim formunu doldurarak şubelerimize bekleriz.",0
"Sayın müşterimiz, aidat iadeniz limitiniz aşıldı. Ödülünüzü teslim almak için işlemi tamamlayın.",1
Dikkat: kredi kartınız süresi dolduğu için askıya alındı. Ödülünüzü teslim almak için sisteme giriş yapın.,1
"Sayın müşterimiz, e-devlet şifreniz için iade tutarı onaylandı. Borcunuzu hemen ödemek için hemen buraya tıklayın.",1
